,0.01,0.1,1.0,10.0,100.0
58.793969849246224,412.86669000000006,372.679,273.953,-181.956,-5705.978
59.2964824120603,545.14866,279.36519999999996,454.516,-199.054,-8587.192
59.79899497487437,191.79923,612.7263999999999,316.714,-313.854,-6701.62
60.30150753768844,390.60914,343.86659999999995,200.934,-238.714,-5123.798
60.804020100502505,521.49788,594.2275999999999,342.692,-341.41,-4584.602
61.306532663316574,431.40947000000006,233.11980000000003,287.222,-282.82,-6074.206
61.80904522613065,566.17693,255.0634,198.723,-328.078,-6139.66
62.31155778894472,475.05201,425.774,293.204,-194.068,-6812.456
62.81407035175879,524.66369,433.24539999999996,384.789,-221.95,-6459.078
63.31658291457286,203.97259000000003,701.3416,109.782,-371.11,-6576.144
63.81909547738693,307.53578000000005,448.05339999999995,373.035,-297.764,-5496.096
64.321608040201,571.1050600000001,308.9256,456.578,-272.502,-5698.008
64.82412060301507,266.70466999999996,364.5846,327.43,-364.884,-4950.472
65.32663316582914,273.51635999999996,350.8528,157.295,-264.868,-5882.92
65.82914572864321,439.16828,305.54419999999993,284.147,-333.04,-5107.42
66.33165829145727,259.44202,381.2274,444.492,-280.834,-6476.968
66.83417085427135,268.75243000000006,403.215,495.108,14.16,-6691.86
67.33668341708542,278.86420999999996,216.48459999999997,263.824,-322.738,-5628.508
67.83919597989949,302.99238,277.63140000000004,263.773,-302.26,-5931.13
68.34170854271356,556.7241599999999,331.9,267.617,-207.692,-6067.532
68.84422110552764,342.55895,188.4284,198.724,-317.014,-5540.584
69.3467336683417,267.86789999999996,295.6218,206.175,-272.206,-5864.332
69.84924623115577,407.13143999999994,422.3633,506.099,-412.456,-5618.314
70.35175879396985,346.89856,492.95939999999996,155.475,-273.898,-5475.714
70.85427135678391,358.11176000000006,417.64160000000004,346.636,-323.842,-5911.998
71.35678391959799,213.37890999999996,417.4942,183.444,-346.898,-5759.044
71.85929648241205,507.7743,334.05940000000004,654.813,-405.048,-6607.932
72.36180904522612,317.34918,688.6561999999999,316.192,-289.642,-6287.212
72.8643216080402,315.88512,273.73159999999996,282.532,-199.51,-4678.634
73.36683417085426,291.45772,397.33840000000004,414.964,-287.87,-7220.41
73.86934673366834,548.51145,315.233,538.124,-152.626,-5782.486
74.3718592964824,477.48026,273.87280000000004,368.926,-222.022,-5983.766
74.87437185929647,406.44185,432.6558,172.982,-369.192,-5636.25
75.37688442211055,416.89604,600.8498,311.16,-424.7,-7136.274
75.87939698492461,442.37056,378.556,289.393,-184.254,-5923.344
76.38190954773869,440.13101,190.0112,269.636,-213.648,-5103.276
76.88442211055276,425.70580999999993,261.903,252.459,-208.662,-5782.372
77.38693467336682,537.60123,447.8508,216.832,-265.186,-5906.958
77.8894472361809,436.0513,372.0702,276.769,-206.328,-7092.214
78.39195979899498,523.96617,406.3556,584.012,-272.308,-5699.498
78.89447236180904,463.43131999999997,362.16159999999996,396.156,-341.696,-6605.9
79.39698492462311,272.68332,389.11440000000005,346.258,-214.834,-6043.964
79.89949748743717,352.1778100000001,408.3492,183.594,-227.568,-6171.426
80.40201005025125,481.45577000000003,592.3573999999999,261.271,-221.224,-5571.342
80.90452261306532,341.32002,373.493,256.876,-264.858,-4804.958
81.40703517587939,734.18037,460.20079999999996,233.512,-47.296,-4534.908
81.90954773869346,276.71019999999993,536.6486,278.666,-292.954,-5036.266
82.41206030150752,300.26466,679.1972,697.435,-357.698,-6444.632
82.9145728643216,220.59213999999997,453.1538,290.403,-244.758,-5858.24
83.41708542713567,375.63504,638.4336,302.316,-295.926,-4465.322
83.91959798994974,522.16738,338.37620000000004,225.559,-319.23,-4145.034
84.42211055276381,445.67375,219.7896,450.095,-216.338,-6189.872
84.92462311557789,214.22636000000006,317.174,330.452,-329.076,-6523.312
85.42713567839195,605.70844,360.65840000000003,629.25,-156.588,-7174.954
85.92964824120602,663.82166,362.97679999999997,258.582,-163.16,-5917.808
86.4321608040201,403.07613,366.1698,310.185,-283.776,-6939.712
86.93467336683416,332.66247999999996,455.82060000000007,223.715,-159.71,-4700.956
87.43718592964824,263.90557,231.55640000000002,143.566,-238.518,-6880.578
87.9396984924623,232.57383000000002,381.0598,261.35,-416.36,-5457.39
88.44221105527637,224.76659999999998,492.2522,257.014,-176.792,-4648.71
88.94472361809045,412.87861,337.85,361.89,-190.072,-5897.386
89.44723618090451,211.95284,527.189,392.213,-401.696,-6304.692
89.94974874371859,276.35668,303.0216,299.759,-262.484,-5192.26
90.45226130653265,244.49886,438.03919999999994,467.415,-360.264,-5379.596
90.95477386934672,354.52991999999995,331.80699999999996,271.154,-332.78,-5395.974
91.4572864321608,285.44453,418.7762000000001,199.243,-136.268,-5283.25
91.95979899497486,307.78905000000003,396.92940000000004,339.847,-394.644,-5861.296
92.46231155778894,743.1511100000001,281.02019999999993,243.837,-323.02,-6181.55
92.96482412060301,219.16175000000004,167.3624,295.787,-286.022,-6097.174
93.46733668341707,467.67251,307.3952,535.639,-330.778,-6787.498
93.96984924623115,286.71479000000005,400.58,520.248,-316.866,-6151.526
94.47236180904522,469.00317,222.2656,398.646,-312.826,-4897.998
94.97487437185929,485.88559999999995,566.2131999999999,397.335,-156.602,-6061.204
95.47738693467336,531.09842,491.8484,266.27,-339.384,-6149.498
95.97989949748742,406.01097,202.48059999999998,550.317,-217.936,-5126.732
96.4824120603015,323.46732000000003,498.23659999999995,158.704,-75.75,-7645.124
96.98492462311557,366.23493,568.2002,334.086,-295.762,-5417.458
97.48743718592964,484.57314,876.2225999999999,233.3,-245.12,-5003.548
97.98994974874371,282.21732000000003,484.6466,347.801,-229.318,-5648.166
98.49246231155777,233.9947,571.0902,223.107,-295.502,-6654.906
98.99497487437185,738.35503,314.4304,423.864,-232.78,-5601.834
99.49748743718592,397.42641000000003,546.0816,695.822,-171.376,-5543.636
100.0,168.39588999999998,284.254,392.404,-80.644,-6880.814
