,miji,r_eno,t_eno,r_izo,t_izo
0,0.01,0.019655,0.980345,0.0169,0.9831
1,0.023355704697986576,0.0441375,0.9558625,0.03718,0.96282
2,0.03671140939597316,0.068595,0.931405,0.0587025,0.9412975
3,0.05006711409395973,0.0911325,0.9088675,0.0782625,0.9217375
4,0.0634228187919463,0.1120225,0.8879775,0.0978,0.9022
5,0.07677852348993289,0.1323525,0.8676475,0.115645,0.884355
6,0.09013422818791945,0.1532725,0.8467275,0.133515,0.866485
7,0.10348993288590604,0.170465,0.829535,0.1507325,0.8492675
8,0.11684563758389262,0.1894975,0.8105025,0.1674525,0.8325475
9,0.1302013422818792,0.206445,0.793555,0.1846775,0.8153225
10,0.1435570469798658,0.2234,0.7766,0.1996525,0.8003475
11,0.15691275167785237,0.2376525,0.7623475,0.21582,0.78418
12,0.17026845637583893,0.25392,0.74608,0.23045,0.76955
13,0.1836241610738255,0.26882,0.73118,0.2429525,0.7570475
14,0.1969798657718121,0.2818525,0.7181475,0.2573625,0.7426375
15,0.21033557046979867,0.296135,0.703865,0.2706525,0.7293475
16,0.22369127516778525,0.3077175,0.6922825,0.2835525,0.7164475
17,0.23704697986577183,0.3200425,0.6799575,0.29693,0.70307
18,0.2504026845637584,0.331645,0.668355,0.3087325,0.6912675
19,0.263758389261745,0.34418,0.65582,0.32125,0.67875
20,0.2771140939597316,0.3538225,0.6461775,0.3314975,0.6685025
21,0.29046979865771816,0.36388,0.63612,0.3433,0.6567
22,0.30382550335570474,0.3755625,0.6244375,0.35225,0.64775
23,0.3171812080536913,0.3839775,0.6160225,0.3643425,0.6356575
24,0.33053691275167785,0.393355,0.606645,0.375285,0.624715
25,0.34389261744966443,0.40205,0.59795,0.38351,0.61649
26,0.357248322147651,0.4115325,0.5884675,0.3906175,0.6093825
27,0.3706040268456376,0.417425,0.582575,0.4009325,0.5990675
28,0.38395973154362417,0.42682,0.57318,0.4113925,0.5886075
29,0.39731543624161075,0.4335475,0.5664525,0.4178675,0.5821325
