,miji,r_eno,t_eno,r_izo,t_izo
163,2.5652173913043477,0.756,0.244,0.818,0.182
164,2.608695652173913,0.736,0.264,0.825,0.175
165,2.6521739130434785,0.725,0.275,0.807,0.193
166,2.6956521739130435,0.701,0.299,0.811,0.189
167,2.7391304347826084,0.71,0.29,0.83,0.17
168,2.782608695652174,0.742,0.258,0.837,0.163
169,2.8260869565217392,0.712,0.288,0.819,0.181
170,2.869565217391304,0.746,0.254,0.807,0.193
171,2.9130434782608696,0.714,0.286,0.844,0.156
172,2.9565217391304346,0.73,0.27,0.83,0.17
173,3.0,0.715,0.285,0.823,0.177
174,3.0434782608695654,0.736,0.264,0.825,0.175
175,3.0869565217391304,0.697,0.303,0.825,0.175
176,3.1304347826086953,0.725,0.275,0.815,0.185
177,3.1739130434782608,0.736,0.264,0.812,0.188
178,3.217391304347826,0.73,0.27,0.823,0.177
179,3.2608695652173916,0.717,0.283,0.833,0.167
180,3.3043478260869565,0.741,0.259,0.832,0.168
181,3.3478260869565215,0.735,0.265,0.853,0.147
182,3.391304347826087,0.746,0.254,0.838,0.162
183,3.4347826086956523,0.742,0.258,0.843,0.157
184,3.4782608695652173,0.731,0.269,0.836,0.164
185,3.5217391304347823,0.715,0.285,0.82,0.18
186,3.5652173913043477,0.738,0.262,0.826,0.174
187,3.608695652173913,0.743,0.257,0.846,0.154
188,3.6521739130434785,0.729,0.271,0.844,0.156
189,3.6956521739130435,0.738,0.262,0.821,0.179
190,3.7391304347826084,0.726,0.274,0.836,0.164
191,3.782608695652174,0.724,0.276,0.832,0.168
192,3.8260869565217392,0.731,0.269,0.842,0.158
193,3.869565217391304,0.727,0.273,0.82,0.18
194,3.9130434782608696,0.732,0.268,0.843,0.157
195,3.9565217391304346,0.748,0.252,0.833,0.167
196,4.0,0.72,0.28,0.833,0.167
197,4.0434782608695645,0.722,0.278,0.847,0.153
198,4.086956521739131,0.718,0.282,0.842,0.158
199,4.130434782608695,0.749,0.251,0.828,0.172
200,4.173913043478261,0.737,0.263,0.823,0.177
201,4.217391304347826,0.733,0.267,0.84,0.16
202,4.260869565217391,0.74,0.26,0.825,0.175
203,4.304347826086957,0.762,0.238,0.838,0.162
204,4.3478260869565215,0.735,0.265,0.846,0.154
205,4.391304347826087,0.727,0.273,0.824,0.176
206,4.434782608695652,0.737,0.263,0.814,0.186
207,4.478260869565217,0.728,0.272,0.837,0.163
208,4.521739130434783,0.72,0.28,0.826,0.174
209,4.565217391304348,0.734,0.266,0.847,0.153
210,4.608695652173913,0.732,0.268,0.822,0.178
211,4.6521739130434785,0.73,0.27,0.822,0.178
212,4.695652173913043,0.748,0.252,0.828,0.172
213,4.739130434782608,0.762,0.238,0.813,0.187
214,4.782608695652174,0.711,0.289,0.836,0.164
215,4.826086956521739,0.734,0.266,0.843,0.157
216,4.869565217391305,0.753,0.247,0.831,0.169
217,4.913043478260869,0.726,0.274,0.858,0.142
218,4.956521739130435,0.742,0.258,0.81,0.19
219,5.0,0.729,0.271,0.827,0.173
