,miji,r_eno,t_eno,r_izo,t_izo
51,1.1663157894736842,0.34827,0.65173,0.2588,0.7412
52,1.1877551020408164,0.34986,0.65014,0.25577,0.74423
53,1.2283673469387755,0.35738,0.64262,0.26418,0.73582
54,1.2468421052631578,0.3583,0.6417,0.26394,0.73606
55,1.2689795918367348,0.36063,0.63937,0.26746,0.73254
56,1.309591836734694,0.36073,0.63927,0.26894,0.73106
57,1.3273684210526315,0.36345,0.63655,0.27133,0.72867
58,1.350204081632653,0.36631,0.63369,0.27263,0.72737
59,1.3800000000000003,0.36436,0.63564,0.27647,0.72353
60,1.3908163265306124,0.36763,0.63237,0.2764,0.7236
61,1.407894736842105,0.36673,0.63327,0.27859,0.72141
62,1.4314285714285715,0.37046,0.62954,0.28005,0.71995
63,1.4720408163265306,0.37077,0.62923,0.28311,0.71689
64,1.4884210526315789,0.37439,0.62561,0.28314,0.71686
65,1.51265306122449,0.37597,0.62403,0.28486,0.71514
66,1.553265306122449,0.37677,0.62323,0.28835,0.71165
67,1.5689473684210526,0.3791,0.6209,0.2878,0.7122
68,1.5938775510204082,0.37878,0.62122,0.29029,0.70971
69,1.6344897959183673,0.38356,0.61644,0.29338,0.70662
70,1.6494736842105262,0.38218,0.61782,0.29393,0.70607
71,1.6751020408163266,0.38337,0.61663,0.2968,0.7032
72,1.7157142857142857,0.38733,0.61267,0.29977,0.70023
73,1.73,0.38777,0.61223,0.29589,0.70411
74,1.7563265306122449,0.38911,0.61089,0.29986,0.70014
75,1.7969387755102042,0.38943,0.61057,0.30463,0.69537
76,1.8,0.38842,0.61158,0.30331,0.69669
77,1.8375510204081633,0.395,0.605,0.30385,0.69615
78,1.8781632653061224,0.39396,0.60604,0.309,0.691
79,1.9187755102040818,0.39669,0.60331,0.30814,0.69186
80,1.9593877551020409,0.39747,0.60253,0.30859,0.69141
81,2.0,0.3981,0.6019,0.31474,0.68526
82,2.0,0.40038,0.59962,0.30985,0.69015
83,2.125,0.405,0.595,0.31824,0.68176
84,2.13,0.40671,0.59329,0.31698,0.68302
85,2.13,0.40429,0.59571,0.31812,0.68188
86,2.25,0.41094,0.58906,0.32231,0.67769
87,2.2657894736842104,0.4091,0.5909,0.32284,0.67716
88,2.34113,0.41162,0.58838,0.3278,0.6722
89,2.375,0.41103,0.58897,0.32787,0.67213
90,2.401578947368421,0.41197,0.58803,0.33049,0.66951
91,2.5,0.4155,0.5845,0.33459,0.66541
92,2.5373684210526317,0.41759,0.58241,0.33496,0.66504
93,2.625,0.41755,0.58245,0.33799,0.66201
94,2.673157894736842,0.42197,0.57803,0.34075,0.65925
95,2.75,0.42382,0.57618,0.34305,0.65695
96,2.8089473684210526,0.42363,0.57637,0.3441,0.6559
97,2.875,0.42491,0.57509,0.34337,0.65663
98,2.944736842105263,0.42944,0.57056,0.34709,0.65291
99,3.0,0.42509,0.57491,0.3496,0.6504
100,3.0805263157894736,0.42937,0.57063,0.35255,0.64745
101,3.125,0.42935,0.57065,0.35143,0.64857
102,3.2163157894736845,0.43241,0.56759,0.35281,0.64719
103,3.25,0.43465,0.56535,0.35614,0.64386
104,3.3521052631578945,0.43409,0.56591,0.35792,0.64208
105,3.375,0.43698,0.56302,0.35758,0.64242
106,3.4878947368421054,0.43944,0.56056,0.36044,0.63956
107,3.5,0.43543,0.56457,0.36353,0.63647
108,3.623684210526316,0.43831,0.56169,0.36637,0.63363
109,3.625,0.43851,0.56149,0.36602,0.63398
110,3.75,0.44023,0.55977,0.36924,0.63076
111,3.7594736842105263,0.44009,0.55991,0.36786,0.63214
112,3.875,0.44264,0.55736,0.36863,0.63137
113,3.895263157894737,0.4398,0.5602,0.36857,0.63143
114,4.0,0.44521,0.55479,0.37013,0.62987
115,4.031052631578947,0.44334,0.55666,0.37208,0.62792
116,4.125,0.44829,0.55171,0.37417,0.62583
117,4.166842105263158,0.4445,0.5555,0.37266,0.62734
118,4.25,0.44662,0.55338,0.38056,0.61944
119,4.302631578947368,0.44779,0.55221,0.37829,0.62171
120,4.375,0.448,0.552,0.37918,0.62082
121,4.438421052631579,0.45008,0.54992,0.38077,0.61923
122,4.5,0.45097,0.54903,0.38095,0.61905
123,4.57421052631579,0.44834,0.55166,0.38085,0.61915
124,4.625,0.44869,0.55131,0.37984,0.62016
125,4.71,0.45291,0.54709,0.38394,0.61606
126,4.71,0.45262,0.54738,0.38339,0.61661
127,4.721,0.45233,0.54767,0.38391,0.61609
128,4.75,0.45091,0.54909,0.38434,0.61566
129,4.875,0.45533,0.54467,0.38757,0.61243
130,5.0,0.45405,0.54595,0.38775,0.61225
131,0.0623,0.05534,0.94466,0.03429,0.96571
132,0.20325,0.14681,0.85319,0.09013,0.90987
133,0.3442,0.20388,0.79612,0.13486,0.86514
134,0.48514999999999997,0.24642,0.75358,0.16655,0.83345
135,0.6261,0.27809,0.72191,0.19276,0.80724
136,0.76705,0.30279,0.69721,0.21306,0.78694
137,0.908,0.32132,0.67868,0.23121,0.76879
138,2.34113,0.41325,0.58675,0.32743,0.67257
139,4.721,0.45209,0.54791,0.38451,0.61549
