# xyscan Version 4.3.0
# Date: Thu Apr  8 14:28:58 2021
# Scanned by: peter
# Source: /home/peter/Pictures/Screenshot from 2021-04-08 14-01-55.png
# Comment: 
# Format: x y -dx +dx -dy +dy
0.331834	1	0	0	0	0	
0.397075	0.940382	0	0	0	0	
0.44207	0.895388	0	0	0	0	
0.498313	0.839145	0	0	0	0	
0.589426	0.746907	0	0	0	0	
0.635546	0.700787	0	0	0	0	
0.654668	0.67829	0	0	0	0	
0.667042	0.668166	0	0	0	0	
0.700787	0.669291	0	0	0	0	
0.745782	0.669291	0	0	0	0	
0.790776	0.669291	0	0	0	0	
0.847019	0.669291	0	0	0	0	
0.903262	0.669291	0	0	0	0	
0.959505	0.669291	0	0	0	0	
0.982002	0.669291	0	0	0	0	
1	0.669291	0	0	0	0	
1	0.635546	0	0	0	0	
1	0.590551	0	0	0	0	
1	0.545557	0	0	0	0	
1	0.489314	0	0	0	0	
1	0.433071	0	0	0	0	
1	0.376828	0	0	0	0	
1	0.354331	0	0	0	0	
1	0.345332	0	0	0	0	
1	0.335208	0	0	0	0	
0.966254	0.335208	0	0	0	0	
0.943757	0.335208	0	0	0	0	
0.92126	0.335208	0	0	0	0	
0.876265	0.335208	0	0	0	0	
0.808774	0.335208	0	0	0	0	
0.752531	0.335208	0	0	0	0	
0.707537	0.335208	0	0	0	0	
0.694038	0.335208	0	0	0	0	
0.692913	0.335208	0	0	0	0	
0.691789	0.335208	0	0	0	0	
0.687289	0.335208	0	0	0	0	
0.669291	0.335208	0	0	0	0	
0.668166	0.32396	0	0	0	0	
0.668166	0.301462	0	0	0	0	
0.668166	0.290214	0	0	0	0	
0.668166	0.278965	0	0	0	0	
0.668166	0.267717	0	0	0	0	
0.668166	0.200225	0	0	0	0	
0.668166	0.143982	0	0	0	0	
0.668166	0.087739	0	0	0	0	
0.668166	0.0314961	0	0	0	0	
0.668166	0.0146232	0	0	0	0	
0.668166	0	0	0	0	0	
0.645669	0	0	0	0	0	
0.611924	0	0	0	0	0	
0.521935	0	0	0	0	0	
0.443195	0	0	0	0	0	
0.364454	0	0	0	0	0	
0.332958	0	0	0	0	0	
0.332958	0.0224972	0	0	0	0	
0.332958	0.0899888	0	0	0	0	
0.332958	0.168729	0	0	0	0	
0.332958	0.213723	0	0	0	0	
0.332958	0.269966	0	0	0	0	
0.332958	0.326209	0	0	0	0	
0.332958	0.334083	0	0	0	0	
0.265467	0.334083	0	0	0	0	
0.197975	0.334083	0	0	0	0	
0.130484	0.334083	0	0	0	0	
0.0629921	0.334083	0	0	0	0	
0.00674916	0.334083	0	0	0	0	
0	0.334083	0	0	0	0	
0	0.35658	0	0	0	0	
0	0.390326	0	0	0	0	
0	0.446569	0	0	0	0	
0	0.502812	0	0	0	0	
0	0.559055	0	0	0	0	
0	0.615298	0	0	0	0	
0	0.660292	0	0	0	0	
0	0.665917	0	0	0	0	
0	0.669291	0	0	0	0	
